Classes	film	nature	music	athletics	video_game	economics	war	infrastructure_transport	politics	populated_areas	architecture
bard	0.00458	0.01796	0.06022	0.00372	0.01687	0.18187	0.00574	0.00423	0.23608	0.00059	0.04769
bare	0.00534	0.96376	0.00078	0.00098	0.00032	0.00151	0.00356	0.01020	0.00134	0.00009	0.01231
barely	0.00345	0.92517	0.00125	0.00211	0.00070	0.00390	0.00985	0.01093	0.00436	0.00019	0.03070
bargain	0.00847	0.03403	0.07210	0.00237	0.00441	0.21300	0.00955	0.00991	0.15813	0.00078	0.07092
bargaining	0.00473	0.00793	0.00944	0.00136	0.00334	0.09015	0.00474	0.00167	0.75227	0.00045	0.00856
barge	0.00087	0.00862	0.00091	0.00094	0.00168	0.00349	0.00381	0.97313	0.00035	0.00016	0.00901
barges	0.00132	0.01210	0.00089	0.00111	0.00163	0.00938	0.00821	0.91607	0.00086	0.00020	0.01699
bari	0.00325	0.06380	0.01538	0.00674	0.00152	0.02572	0.17442	0.00156	0.39550	0.00116	0.01628
baritone	0.00187	0.13814	0.66346	0.00655	0.00074	0.00933	0.00257	0.00173	0.00592	0.00025	0.00661
bark	0.00106	0.99753	0.00023	0.00082	0.00018	0.00109	0.00084	0.00432	0.00040	0.00009	0.00327
barker	0.00343	0.21536	0.05411	0.00696	0.00189	0.05548	0.01643	0.05085	0.03296	0.00087	0.05978
barley	0.00196	0.98766	0.00047	0.00153	0.00021	0.00371	0.00088	0.00778	0.00091	0.00009	0.01875
barlow	0.00105	0.83441	0.01156	0.00671	0.00053	0.00846	0.00923	0.01923	0.00548	0.00027	0.03242
barn	0.00368	0.00118	0.00053	0.00156	0.00167	0.00118	0.00063	0.00387	0.00023	0.00022	0.99100
barnard	0.00342	0.18403	0.04530	0.00877	0.00386	0.06299	0.02184	0.03523	0.05590	0.00183	0.09477
barnes	0.00440	0.03183	0.06311	0.00464	0.00576	0.15627	0.01015	0.01022	0.18888	0.00080	0.06480
barnett	0.00595	0.02691	0.06168	0.00448	0.00719	0.30820	0.00989	0.00845	0.18878	0.00081	0.05221
barney	0.00395	0.36504	0.08300	0.00597	0.00164	0.02303	0.02734	0.01226	0.03670	0.00087	0.02083
barnsley	0.00111	0.18045	0.11593	0.03785	0.00118	0.01433	0.00709	0.01440	0.01835	0.00045	0.01618
baron	0.00991	0.00803	0.01348	0.00159	0.00209	0.04719	0.01429	0.00141	0.71656	0.00051	0.01043
baroness	0.00533	0.00542	0.00802	0.00108	0.00292	0.03947	0.00307	0.00050	0.89452	0.00034	0.00537
baronet	0.00717	0.00449	0.00538	0.00085	0.00159	0.01870	0.00833	0.00047	0.90232	0.00026	0.00829
baronetcy	0.00645	0.00486	0.00604	0.00207	0.00139	0.03791	0.01638	0.00085	0.75763	0.00038	0.00897
barons	0.00677	0.01729	0.02717	0.00422	0.00509	0.14307	0.00903	0.00275	0.54241	0.00076	0.01415
barony	0.01571	0.06964	0.01720	0.00111	0.00183	0.04842	0.01966	0.00451	0.28550	0.00133	0.07035
baroque	0.00699	0.00162	0.00097	0.00177	0.00239	0.00155	0.00089	0.00567	0.00038	0.00021	0.97671
barr	0.00500	0.03296	0.02940	0.00619	0.00757	0.18605	0.01625	0.01034	0.24349	0.00093	0.05315
barra	0.00253	0.98712	0.00050	0.00128	0.00026	0.00318	0.00099	0.01154	0.00077	0.00007	0.01047
barracks	0.01153	0.00195	0.00030	0.00024	0.00027	0.00155	0.04746	0.00880	0.00139	0.00012	0.80921
barrage	0.00426	0.02203	0.04038	0.00271	0.00129	0.01354	0.33347	0.01167	0.03955	0.00065	0.00816
barre	0.00502	0.05048	0.02728	0.00454	0.00494	0.13236	0.01570	0.00774	0.15008	0.00190	0.15218
barred	0.00543	0.14427	0.03347	0.01107	0.00419	0.09024	0.01347	0.03017	0.09275	0.00113	0.08031
barrel	0.00138	0.01164	0.00121	0.00150	0.00197	0.00514	0.00365	0.96442	0.00068	0.00019	0.01189
barrels	0.00085	0.00720	0.00821	0.00216	0.00135	0.48467	0.00278	0.11838	0.01196	0.00049	0.02800
barren	0.00187	0.99244	0.00035	0.00123	0.00023	0.00123	0.00139	0.00392	0.00107	0.00010	0.00764
barrett	0.00352	0.24831	0.08357	0.00711	0.00179	0.03167	0.02383	0.02198	0.04227	0.00108	0.03448
barrier	0.00518	0.66175	0.00061	0.00276	0.00221	0.00311	0.00403	0.35516	0.00132	0.00018	0.01164
barriers	0.00145	0.03908	0.00079	0.00154	0.00276	0.00292	0.00578	0.91806	0.00108	0.00020	0.01036
barrio	0.00171	0.96041	0.00105	0.00143	0.00041	0.00438	0.00110	0.01224	0.00232	0.00016	0.04258
barrister	0.00411	0.00500	0.00450	0.00132	0.00154	0.04324	0.00486	0.00047	0.90143	0.00032	0.00580
barrow	0.00144	0.94147	0.00305	0.00503	0.00043	0.00800	0.00344	0.01378	0.00497	0.00021	0.02360
barry	0.00310	0.38247	0.08893	0.00617	0.00132	0.00954	0.02808	0.00719	0.02343	0.00055	0.01262
bars	0.00127	0.07219	0.00597	0.01541	0.00125	0.01062	0.00368	0.67011	0.00271	0.00035	0.02194
bart	0.00532	0.03822	0.13636	0.00457	0.00444	0.04701	0.03915	0.01760	0.10733	0.00111	0.01334
bartholomew	0.00343	0.15395	0.00749	0.00589	0.00091	0.02428	0.02124	0.11776	0.00763	0.00091	0.23187
bartlett	0.00225	0.64444	0.00666	0.00538	0.00071	0.01866	0.01224	0.04624	0.00767	0.00107	0.09595
barton	0.00195	0.07809	0.00825	0.00528	0.00145	0.03172	0.01093	0.41344	0.01085	0.00078	0.05127
bas	0.00480	0.00943	0.01716	0.00829	0.00535	0.07303	0.04771	0.00175	0.48830	0.00066	0.02183
basal	0.00071	0.99904	0.00026	0.00098	0.00013	0.00105	0.00048	0.00139	0.00025	0.00004	0.00172
basalt	0.00115	0.99576	0.00027	0.00110	0.00022	0.00273	0.00152	0.00431	0.00089	0.00005	0.01396
base	0.00338	0.02576	0.01541	0.00240	0.00155	0.02800	0.20151	0.03546	0.04200	0.00092	0.03798
baseball	0.00324	0.04432	0.01850	0.67665	0.00254	0.00896	0.00271	0.00228	0.00742	0.00034	0.00570
based	0.00945	0.02633	0.08184	0.00379	0.00781	0.25584	0.00963	0.01570	0.15399	0.00070	0.02325
basel	0.00612	0.03399	0.05444	0.00506	0.00747	0.16481	0.00694	0.00475	0.27433	0.00060	0.06000
baseline	0.00256	0.91763	0.00073	0.00343	0.00119	0.00115	0.00084	0.09020	0.00054	0.00014	0.01348
baseman	0.00088	0.03617	0.00956	0.89374	0.00233	0.00126	0.00279	0.00067	0.00458	0.00025	0.00171
basement	0.00547	0.00210	0.00069	0.00264	0.00272	0.00251	0.00119	0.01044	0.00056	0.00028	0.95060
bases	0.00433	0.03681	0.02161	0.00322	0.00430	0.11545	0.03454	0.00945	0.25273	0.00104	0.04546
basic	0.00840	0.03441	0.00493	0.00105	0.00174	0.01823	0.03783	0.19770	0.01778	0.00040	0.07080
basically	0.00319	0.02887	0.00568	0.00195	0.00176	0.01675	0.02295	0.50819	0.01007	0.00062	0.01828
basics	0.00670	0.06799	0.09064	0.00236	0.00484	0.08122	0.02043	0.01379	0.16529	0.00142	0.04838
basil	0.00377	0.06499	0.02484	0.00505	0.00172	0.02704	0.02544	0.09920	0.01464	0.00084	0.25998
basilica	0.00222	0.00191	0.00061	0.00280	0.00216	0.00112	0.00057	0.00712	0.00031	0.00023	0.98805
basin	0.00108	0.99745	0.00029	0.00080	0.00025	0.00144	0.00061	0.00446	0.00040	0.00007	0.00477
basins	0.00111	0.99660	0.00027	0.00073	0.00039	0.00233	0.00048	0.00451	0.00051	0.00006	0.00685
basis	0.00784	0.03967	0.07627	0.00307	0.00433	0.11829	0.01532	0.01552	0.15368	0.00119	0.06531
basket	0.00289	0.10080	0.02302	0.02659	0.00423	0.03665	0.09090	0.00113	0.41672	0.00094	0.01478
basketball	0.00207	0.01040	0.00766	0.87677	0.00131	0.00574	0.00239	0.00047	0.00957	0.00033	0.00194
basque	0.00823	0.01019	0.02117	0.00185	0.00437	0.14664	0.00450	0.00231	0.58552	0.00075	0.01275
bass	0.01107	0.00562	0.06489	0.00232	0.00546	0.21090	0.00123	0.00023	0.17140	0.00069	0.00963
bassist	0.00699	0.00402	0.41644	0.00422	0.00383	0.05389	0.00106	0.00015	0.06095	0.00067	0.00579
bat	0.00095	0.99227	0.00037	0.00304	0.00015	0.00102	0.00047	0.00452	0.00060	0.00015	0.00352
batch	0.00292	0.02475	0.00962	0.00510	0.00181	0.02843	0.24975	0.00095	0.53311	0.00068	0.01059
bates	0.00245	0.91496	0.00334	0.00406	0.00052	0.00713	0.00673	0.01765	0.00339	0.00027	0.03017
bath	0.00138	0.03715	0.00106	0.00266	0.00126	0.00804	0.00692	0.79412	0.00292	0.00035	0.05266
bathing	0.00761	0.96240	0.00045	0.00089	0.00021	0.00139	0.00269	0.01094	0.00104	0.00009	0.01623
bathroom	0.00163	0.02542	0.00058	0.00183	0.00123	0.00285	0.00341	0.92699	0.00076	0.00025	0.03975
baths	0.00308	0.00236	0.00057	0.00227	0.00252	0.00334	0.00111	0.01187	0.00045	0.00025	0.97200
bathurst	0.00209	0.07331	0.00162	0.00207	0.00088	0.01364	0.00708	0.76824	0.00214	0.00039	0.02433
batman	0.00724	0.02298	0.00200	0.00207	0.00888	0.00875	0.05785	0.42772	0.01094	0.00058	0.00630
baton	0.00276	0.50503	0.12500	0.00437	0.00042	0.00377	0.00865	0.00365	0.00503	0.00016	0.00594
bats	0.00094	0.99674	0.00050	0.00462	0.00013	0.00088	0.00027	0.00162	0.00036	0.00009	0.00166
batsman	0.00041	0.00501	0.00199	0.98001	0.00085	0.00150	0.00368	0.00040	0.00506	0.00043	0.00101
battalion	0.00337	0.00687	0.00369	0.00081	0.00041	0.00432	0.91086	0.00361	0.02857	0.00039	0.00645
battalions	0.00430	0.00903	0.00919	0.00074	0.00058	0.00563	0.81934	0.00381	0.04104	0.00047	0.00542
batted	0.00047	0.00982	0.00315	0.97116	0.00080	0.00140	0.00286	0.00035	0.00473	0.00047	0.00131
batter	0.00224	0.92770	0.00302	0.00972	0.00046	0.00263	0.00317	0.00947	0.00555	0.00009	0.01269
battered	0.00290	0.35172	0.02087	0.00711	0.00278	0.02546	0.05309	0.01834	0.07923	0.00246	0.04186
batteries	0.00098	0.00746	0.00067	0.00059	0.00301	0.00632	0.02559	0.91084	0.00075	0.00015	0.00596
batters	0.00178	0.04683	0.01230	0.40484	0.01225	0.01230	0.00119	0.00090	0.01378	0.00017	0.00430
battery	0.00140	0.01007	0.00096	0.00060	0.00204	0.00572	0.14235	0.52073	0.00235	0.00026	0.02253
batting	0.00050	0.00712	0.00406	0.96161	0.00142	0.00186	0.00262	0.00038	0.00492	0.00033	0.00120
battista	0.00974	0.01831	0.00069	0.00450	0.00175	0.00455	0.00501	0.66312	0.00142	0.00068	0.13725
battle	0.00571	0.01501	0.00725	0.00104	0.00109	0.00406	0.84546	0.00507	0.02633	0.00060	0.00778
battled	0.00434	0.18728	0.01845	0.00801	0.00274	0.04241	0.02729	0.00539	0.27276	0.00125	0.02994
battlefield	0.00211	0.00843	0.00225	0.00062	0.00515	0.00289	0.42912	0.05708	0.00985	0.00028	0.01002
battles	0.00246	0.01081	0.00390	0.00108	0.00603	0.00294	0.55146	0.01984	0.01440	0.00049	0.00698
battleship	0.00035	0.00262	0.00056	0.00041	0.00282	0.00184	0.01144	0.97718	0.00023	0.00011	0.00239
battleships	0.00028	0.00194	0.00067	0.00054	0.00225	0.00244	0.00547	0.98680	0.00014	0.00013	0.00292
battling	0.00207	0.55678	0.00617	0.00849	0.00110	0.00420	0.04349	0.02299	0.01121	0.00025	0.00625
bauer	0.00942	0.03107	0.09870	0.00255	0.00564	0.15594	0.00624	0.00584	0.22570	0.00077	0.05407
bavaria	0.01497	0.04820	0.03593	0.00195	0.00322	0.15765	0.00970	0.00590	0.31143	0.00089	0.06130
bavarian	0.01459	0.02072	0.02520	0.00160	0.00256	0.08227	0.00757	0.00447	0.55529	0.00082	0.01788
baxter	0.00608	0.02801	0.05226	0.00474	0.00573	0.27661	0.01428	0.01275	0.17420	0.00089	0.05175
bay	0.00166	0.97943	0.00052	0.00159	0.00034	0.00223	0.00118	0.01574	0.00093	0.00016	0.01262
bayer	0.00514	0.01551	0.02093	0.00501	0.00836	0.09188	0.00843	0.00181	0.63452	0.00049	0.01468
bayern	0.00331	0.10083	0.13095	0.04575	0.00255	0.08903	0.00485	0.00707	0.07133	0.00034	0.02092
baylor	0.00062	0.54094	0.00357	0.01176	0.00093	0.00769	0.00304	0.16499	0.00352	0.00048	0.05439
bays	0.00342	0.00483	0.00062	0.00504	0.00530	0.00132	0.00078	0.02954	0.00044	0.00034	0.94133
bazaar	0.00264	0.03267	0.01391	0.00481	0.00135	0.01270	0.46403	0.00198	0.19799	0.00076	0.01903
bb	0.00337	0.02203	0.01766	0.00490	0.00171	0.01787	0.34465	0.00170	0.26216	0.00072	0.01798
bbc	0.91887	0.01085	0.00363	0.00114	0.00058	0.00351	0.00811	0.00129	0.00218	0.00035	0.00374
bc	0.00307	0.34973	0.02662	0.00400	0.00209	0.07778	0.00692	0.03476	0.03153	0.00111	0.11458
bce	0.00535	0.32698	0.01413	0.00263	0.00173	0.09154	0.01488	0.01578	0.06925	0.00257	0.14399
beach	0.00277	0.97230	0.00076	0.00205	0.00038	0.00180	0.00147	0.02163	0.00084	0.00014	0.00951
beaches	0.00234	0.99517	0.00025	0.00082	0.00025	0.00106	0.00106	0.00676	0.00052	0.00010	0.00345
beacon	0.00419	0.05421	0.00149	0.00152	0.00120	0.01122	0.00717	0.42886	0.00479	0.00052	0.22502
beads	0.00181	0.99121	0.00046	0.00159	0.00027	0.00255	0.00235	0.00545	0.00137	0.00006	0.01289
beam	0.00098	0.00456	0.00064	0.00088	0.00265	0.00271	0.00309	0.97828	0.00034	0.00013	0.01328
beams	0.00851	0.00211	0.00055	0.00243	0.00527	0.00174	0.00147	0.02148	0.00056	0.00024	0.87747
bean	0.00191	0.98046	0.00084	0.00247	0.00043	0.00189	0.00295	0.01234	0.00143	0.00009	0.00867
beans	0.00195	0.98718	0.00066	0.00171	0.00032	0.00279	0.00100	0.00909	0.00115	0.00009	0.01261
bear	0.00373	0.94736	0.00089	0.00183	0.00076	0.00329	0.00194	0.04961	0.00113	0.00016	0.01234
beard	0.00240	0.94531	0.00110	0.00291	0.00051	0.00379	0.00301	0.02230	0.00173	0.00022	0.02163
bearer	0.00391	0.07741	0.01659	0.00526	0.00283	0.03606	0.05083	0.00532	0.32779	0.00147	0.03583
bearing	0.00070	0.02131	0.00099	0.00151	0.00128	0.00633	0.00258	0.94678	0.00080	0.00021	0.01754
bears	0.00147	0.98836	0.00079	0.00417	0.00028	0.00212	0.00095	0.00923	0.00097	0.00009	0.00708
beast	0.00554	0.84635	0.00600	0.00240	0.00090	0.00473	0.00938	0.03368	0.00247	0.00015	0.00666
beasts	0.00549	0.91811	0.00084	0.00346	0.00243	0.00221	0.00321	0.05425	0.00124	0.00015	0.01074
beat	0.00246	0.30200	0.30025	0.00904	0.00058	0.00308	0.00326	0.00144	0.00590	0.00013	0.00360
beaten	0.00135	0.36427	0.06210	0.01627	0.00046	0.00223	0.02198	0.00313	0.01004	0.00020	0.00802
beating	0.00182	0.28748	0.11423	0.03198	0.00049	0.00361	0.00461	0.00175	0.01038	0.00012	0.00668
beatles	0.01423	0.03657	0.63493	0.00167	0.00085	0.02009	0.00583	0.00156	0.03774	0.00069	0.00874
beatrice	0.00247	0.32888	0.10091	0.00592	0.00158	0.02092	0.01816	0.01377	0.03453	0.00061	0.02187
beats	0.00825	0.01890	0.10688	0.00136	0.00202	0.07872	0.00394	0.00083	0.42931	0.00091	0.01243
beau	0.00619	0.04539	0.25613	0.00745	0.00301	0.04231	0.03582	0.01875	0.05087	0.00102	0.01479
beaufort	0.00084	0.03598	0.00144	0.00121	0.00129	0.01042	0.00607	0.85301	0.00249	0.00033	0.02063
beaumont	0.00456	0.03001	0.09900	0.00588	0.00278	0.06043	0.04719	0.03894	0.06217	0.00121	0.02364
beautiful	0.00315	0.96300	0.00109	0.00166	0.00052	0.00187	0.00243	0.01771	0.00136	0.00013	0.01147
beautifully	0.00535	0.94230	0.00149	0.00167	0.00044	0.00263	0.00551	0.02183	0.00145	0.00014	0.01456
beauty	0.00482	0.91120	0.00209	0.00217	0.00108	0.00502	0.00634	0.02856	0.00286	0.00020	0.02208
beaux	0.00765	0.02614	0.30639	0.00460	0.00153	0.05360	0.03433	0.02503	0.02723	0.00110	0.01708
beaver	0.00232	0.93693	0.00091	0.00234	0.00065	0.00360	0.00201	0.05118	0.00104	0.00020	0.01471
bec	0.00230	0.00917	0.00725	0.00574	0.00218	0.02551	0.04960	0.00034	0.79702	0.00069	0.00614
became	0.00739	0.01415	0.02374	0.00326	0.00427	0.20571	0.01021	0.00362	0.45430	0.00071	0.01961
because	0.00380	0.60960	0.00083	0.00207	0.00135	0.00705	0.00939	0.13446	0.00379	0.00046	0.08263
beck	0.00373	0.35819	0.08925	0.00345	0.00156	0.02496	0.01282	0.00840	0.05819	0.00090	0.05027
becker	0.00340	0.28053	0.12194	0.00424	0.00155	0.02453	0.01247	0.01247	0.04460	0.00066	0.03028
beckett	0.00696	0.04057	0.07296	0.00447	0.00444	0.12233	0.02067	0.01349	0.18400	0.00120	0.04176
become	0.00769	0.03918	0.03127	0.00361	0.00602	0.19625	0.00980	0.00721	0.28252	0.00082	0.05416
becomes	0.00343	0.95016	0.00157	0.00221	0.00076	0.00276	0.00765	0.01646	0.00288	0.00015	0.01204
becoming	0.00742	0.02256	0.02734	0.00466	0.00762	0.23232	0.00972	0.00453	0.39166	0.00069	0.02534
bed	0.00196	0.70519	0.00075	0.00211	0.00093	0.00474	0.00522	0.18261	0.00191	0.00038	0.06910
bedford	0.00139	0.03734	0.00287	0.00314	0.00071	0.02320	0.00943	0.72752	0.00415	0.00050	0.03783
bedfordshire	0.00617	0.02286	0.06120	0.00670	0.00516	0.21792	0.01605	0.01533	0.16514	0.00074	0.03753
bedrock	0.00172	0.99068	0.00049	0.00159	0.00023	0.00220	0.00127	0.00541	0.00111	0.00008	0.01529
bedroom	0.00656	0.00593	0.00096	0.00361	0.00436	0.00439	0.00215	0.03284	0.00124	0.00045	0.82052
bedrooms	0.00450	0.00217	0.00063	0.00283	0.00299	0.00140	0.00088	0.00689	0.00050	0.00027	0.96854
beds	0.00158	0.70436	0.00087	0.00177	0.00058	0.00590	0.00158	0.09766	0.00121	0.00047	0.11857
bee	0.00164	0.99442	0.00036	0.00110	0.00030	0.00251	0.00096	0.00901	0.00067	0.00006	0.00818
beech	0.00119	0.99212	0.00049	0.00171	0.00020	0.00268	0.00072	0.00632	0.00075	0.00009	0.00923
beef	0.00517	0.01506	0.05570	0.00295	0.00459	0.59771	0.00478	0.00880	0.06415	0.00076	0.03727
beer	0.00284	0.00445	0.02133	0.00445	0.00599	0.67153	0.00313	0.00373	0.05657	0.00043	0.00450
bees	0.00133	0.99484	0.00040	0.00211	0.00020	0.00141	0.00090	0.00422	0.00063	0.00008	0.00381
beethoven	0.01052	0.06094	0.43957	0.00187	0.00123	0.02356	0.00553	0.00255	0.06842	0.00097	0.01269
beetle	0.00072	0.99327	0.00039	0.00286	0.00018	0.00093	0.00716	0.00282	0.00114	0.00003	0.00946
beetles	0.00070	0.99899	0.00026	0.00105	0.00013	0.00119	0.00054	0.00156	0.00024	0.00004	0.00187
before	0.00452	0.22808	0.06217	0.00628	0.00246	0.03959	0.01970	0.02273	0.05093	0.00185	0.10949
beforehand	0.00437	0.34185	0.08678	0.00371	0.00146	0.01401	0.02171	0.00817	0.03993	0.00077	0.01517
befriended	0.00944	0.04364	0.03147	0.00351	0.00269	0.10572	0.01802	0.00305	0.43929	0.00111	0.02109
befriends	0.00240	0.30765	0.03750	0.00579	0.00132	0.00810	0.07911	0.01800	0.01878	0.00075	0.00745
beg	0.00404	0.80834	0.00419	0.00334	0.00080	0.00782	0.03191	0.00993	0.01598	0.00039	0.05029
began	0.00670	0.02801	0.02529	0.00350	0.00393	0.20650	0.01391	0.00507	0.20954	0.00099	0.09082
begging	0.00654	0.90194	0.00116	0.00188	0.00067	0.00905	0.00526	0.03646	0.00216	0.00031	0.02557
begin	0.00171	0.02096	0.00193	0.00303	0.00199	0.00702	0.00914	0.88284	0.00205	0.00034	0.01194
beginning	0.00567	0.04084	0.08036	0.00382	0.00227	0.07626	0.01887	0.05584	0.04504	0.00138	0.11779
beginnings	0.00554	0.01817	0.05078	0.00192	0.00399	0.40804	0.00489	0.00496	0.11500	0.00096	0.07155
begins	0.00507	0.91637	0.00126	0.00194	0.00089	0.00266	0.00466	0.05098	0.00138	0.00013	0.00715
begs	0.00515	0.91705	0.00112	0.00157	0.00110	0.00454	0.00822	0.03935	0.00308	0.00019	0.01459
begun	0.00281	0.01378	0.00471	0.00177	0.00168	0.06425	0.00666	0.29901	0.01273	0.00047	0.18857
behalf	0.00767	0.00879	0.01226	0.00190	0.00236	0.11971	0.00655	0.00216	0.64624	0.00053	0.01096
behave	0.01234	0.11083	0.05147	0.00489	0.00194	0.01944	0.09789	0.01892	0.04298	0.00099	0.00706
behavior	0.00177	0.98161	0.00086	0.00222	0.00047	0.00192	0.00201	0.00977	0.00175	0.00010	0.01244
behavioral	0.00144	0.98671	0.00072	0.00212	0.00035	0.00214	0.00174	0.00494	0.00242	0.00008	0.01866
behaviors	0.00208	0.98910	0.00060	0.00197	0.00038	0.00181	0.00155	0.00911	0.00111	0.00007	0.00974
behaviour	0.00309	0.79732	0.01904	0.00270	0.00082	0.01140	0.01069	0.00550	0.03777	0.00031	0.02016
beheaded	0.00574	0.02759	0.00286	0.00089	0.00109	0.00615	0.21660	0.10378	0.01207	0.00059	0.03623
behest	0.00453	0.01427	0.00629	0.00241	0.00097	0.03065	0.02265	0.36902	0.01006	0.00062	0.06870
behind	0.00266	0.34882	0.04043	0.00694	0.00140	0.01220	0.02899	0.02269	0.02042	0.00065	0.03870
beijing	0.00752	0.04120	0.07848	0.00352	0.00652	0.13423	0.00765	0.00931	0.20569	0.00074	0.06200
being	0.00254	0.16575	0.00166	0.00188	0.00125	0.01077	0.01317	0.51987	0.00526	0.00058	0.02065
beings	0.00279	0.97201	0.00071	0.00151	0.00064	0.00261	0.00379	0.01426	0.00229	0.00010	0.01351
beirut	0.00847	0.02094	0.02675	0.00375	0.00786	0.20572	0.01347	0.00641	0.38910	0.00057	0.02324
bel	0.00811	0.01793	0.04581	0.00398	0.00247	0.04540	0.06895	0.03399	0.05454	0.00110	0.03381
belarus	0.00647	0.01418	0.02599	0.00331	0.00785	0.08561	0.00724	0.00246	0.60386	0.00052	0.01472
belarusian	0.00572	0.00723	0.01912	0.00443	0.00557	0.07174	0.00641	0.00118	0.62029	0.00035	0.00838
belfast	0.00288	0.24319	0.06827	0.00770	0.00193	0.03251	0.02695	0.01994	0.04997	0.00143	0.03446
belgian	0.00955	0.01382	0.05991	0.00638	0.00778	0.18618	0.00979	0.00649	0.31093	0.00055	0.01462
belgium	0.01016	0.01874	0.09038	0.00429	0.00424	0.30052	0.00997	0.00689	0.16705	0.00061	0.02284
belgrade	0.00872	0.03939	0.04238	0.00528	0.00611	0.16592	0.01405	0.00775	0.29025	0.00089	0.04993
belief	0.00340	0.39308	0.02315	0.00566	0.00397	0.03934	0.01576	0.01395	0.13948	0.00158	0.04410
beliefs	0.00465	0.00796	0.00637	0.00069	0.00223	0.03477	0.00409	0.00072	0.91254	0.00050	0.00688
believe	0.00553	0.92139	0.00190	0.00194	0.00070	0.00365	0.00911	0.01378	0.00371	0.00017	0.02158
believed	0.00291	0.78101	0.00084	0.00182	0.00106	0.00586	0.00809	0.08276	0.00255	0.00035	0.05999
believer	0.00507	0.01144	0.01512	0.00223	0.00443	0.09826	0.00585	0.00187	0.65309	0.00059	0.01317
believers	0.00361	0.38825	0.02008	0.00388	0.00295	0.04886	0.01122	0.00567	0.22602	0.00146	0.05137
believes	0.00294	0.59791	0.03018	0.00316	0.00181	0.01528	0.01126	0.00914	0.05886	0.00064	0.02823
believing	0.00812	0.16391	0.02167	0.00467	0.00439	0.06273	0.01645	0.00956	0.28384	0.00096	0.04752
belize	0.00142	0.99088	0.00061	0.00206	0.00023	0.00227	0.00099	0.00566	0.00123	0.00008	0.01420
bell	0.00157	0.03811	0.00293	0.00257	0.00079	0.02285	0.00685	0.72466	0.00479	0.00055	0.04462
bella	0.00886	0.87905	0.00315	0.00151	0.00077	0.00434	0.00392	0.02770	0.00186	0.00012	0.00943
belle	0.00612	0.05567	0.13158	0.00405	0.00340	0.07857	0.02896	0.01852	0.11341	0.00159	0.02889
bellevue	0.00495	0.01219	0.02857	0.00259	0.00910	0.27532	0.00503	0.00783	0.09877	0.00079	0.15466
bells	0.00244	0.00610	0.00254	0.01181	0.00465	0.00668	0.00090	0.03505	0.00137	0.00055	0.83958
belly	0.00166	0.99322	0.00048	0.00117	0.00032	0.00313	0.00079	0.00677	0.00087	0.00007	0.01186
belmont	0.00170	0.09082	0.00671	0.00884	0.00113	0.02420	0.00418	0.19452	0.00943	0.00075	0.34103
belong	0.00076	0.99722	0.00029	0.00103	0.00017	0.00180	0.00076	0.00237	0.00054	0.00007	0.00524
belonged	0.00454	0.01044	0.01181	0.00108	0.00188	0.09128	0.00534	0.00164	0.58902	0.00142	0.01823
belonging	0.00068	0.99115	0.00036	0.00158	0.00023	0.00251	0.00230	0.00373	0.00187	0.00005	0.01755
belongings	0.00439	0.93193	0.00087	0.00179	0.00048	0.00489	0.00661	0.01778	0.00287	0.00024	0.02170
belongs	0.00085	0.89423	0.00557	0.00879	0.00105	0.00886	0.12601	0.00145	0.07572	0.00061	0.01739
beloved	0.00242	0.42383	0.10169	0.00297	0.00103	0.00970	0.01330	0.00855	0.02230	0.00036	0.01360
below	0.00266	0.96325	0.00050	0.00167	0.00043	0.00199	0.00208	0.02084	0.00119	0.00014	0.01665
belt	0.00180	0.98471	0.00081	0.00250	0.00042	0.00232	0.00112	0.01282	0.00102	0.00009	0.01042
belts	0.00270	0.95428	0.00160	0.00279	0.00073	0.00537	0.00230	0.02248	0.00189	0.00015	0.01840
ben	0.01088	0.05479	0.07724	0.00546	0.00856	0.10643	0.01552	0.00810	0.27474	0.00091	0.03066
bench	0.00109	0.39264	0.09556	0.01562	0.00060	0.00631	0.00553	0.00437	0.02112	0.00020	0.01026
benches	0.00277	0.04993	0.00076	0.00529	0.00133	0.00247	0.00382	0.61182	0.00205	0.00047	0.19819
benchmark	0.00427	0.00752	0.01804	0.00473	0.00925	0.09657	0.00474	0.00085	0.55914	0.00036	0.01137
bend	0.00058	0.03597	0.00113	0.00196	0.00141	0.00297	0.00218	0.95730	0.00055	0.00016	0.00950
bending	0.00218	0.74578	0.00238	0.00845	0.00110	0.00658	0.00468	0.15335	0.00228	0.00031	0.01518
bends	0.00093	0.99561	0.00050	0.00140	0.00025	0.00134	0.00046	0.00441	0.00032	0.00007	0.00401
beneath	0.00178	0.60974	0.00071	0.00193	0.00110	0.00225	0.00509	0.23277	0.00152	0.00028	0.07212
benedict	0.00578	0.24713	0.02717	0.00727	0.00173	0.02835	0.02192	0.05389	0.01884	0.00180	0.20227
